name,online_order,book_table,votes,location,rest_type,cuisines,listed_in(type),listed_in(city),rating,cost_for_two
Pathaan Sir,Yes,No,33,Bannerghatta Road,Quick Bites,"Fast Food, Rolls, Momos",Delivery,Basavanagudi,3.2,250.0
Cake Ghar,Yes,No,15,Basavanagudi,Bakery,Bakery,Delivery,Basavanagudi,3.8,400.0
Cakewala,Yes,No,659,Jayanagar,Dessert Parlor,"Bakery, Desserts",Delivery,Basavanagudi,4.3,500.0
The Belgian Waffle Co.,Yes,No,152,Jayanagar,Dessert Parlor,"Desserts, Beverages",Delivery,Basavanagudi,3.8,350.0
Mystique Palate,Yes,No,337,Jayanagar,Quick Bites,"Chinese, Fast Food",Delivery,Basavanagudi,4.1,300.0
UP Style North Indian Food,Yes,No,46,Jayanagar,"Takeaway, Delivery",North Indian,Delivery,Basavanagudi,3.6,100.0
Namma Biryani,Yes,No,24,Banashankari,Quick Bites,"Biryani, Chinese, North Indian",Delivery,Basavanagudi,3.6,250.0
Cool Corner,Yes,No,191,Basavanagudi,Quick Bites,"Street Food, Fast Food",Delivery,Basavanagudi,4.2,250.0
Wat-a-Burger!,Yes,No,108,Jayanagar,Quick Bites,"Burger, Sandwich, Beverages",Delivery,Basavanagudi,4.0,500.0
Roll Over,Yes,No,438,Jayanagar,Dessert Parlor,"Desserts, Ice Cream, Beverages, Fast Food, Sandwich",Delivery,Basavanagudi,4.1,500.0
Sri Sai Cafe,Yes,No,10,Basavanagudi,Quick Bites,South Indian,Delivery,Basavanagudi,3.5,200.0
Cake Yard,Yes,No,9,Basavanagudi,Dessert Parlor,Desserts,Delivery,Basavanagudi,3.3,250.0
Classic Shop,Yes,No,11,BTM,Beverage Shop,"Beverages, Juices",Delivery,Basavanagudi,3.7,150.0
Food And You,Yes,No,33,BTM,Quick Bites,"North Indian, South Indian, Gujarati",Delivery,Basavanagudi,3.9,350.0
Iyengar Bakery,Yes,No,27,Jayanagar,"Bakery, Quick Bites","Bakery, Fast Food, Desserts, Beverages",Delivery,Basavanagudi,3.6,200.0
Vakulaa Veg Restaurant,Yes,No,49,Jayanagar,Quick Bites,"South Indian, North Indian",Delivery,Basavanagudi,3.9,200.0
Paradise Premium,Yes,No,119,Banashankari,Casual Dining,"Biryani, Andhra, Hyderabadi, North Indian",Delivery,Basavanagudi,3.1,700.0
Ande Ka Funda,Yes,No,120,Banashankari,Quick Bites,"North Indian, Fast Food, Rolls",Delivery,Basavanagudi,3.8,250.0
McDonald's,Yes,No,276,Basavanagudi,Quick Bites,"Burger, Fast Food",Delivery,Basavanagudi,3.6,500.0
Malabar Bay,Yes,Yes,1539,BTM,Casual Dining,"Kerala, Seafood, Chinese, Biryani, Juices",Delivery,Basavanagudi,4.2,800.0
Sahana's (Nati Style),Yes,No,47,Wilson Garden,Quick Bites,North Indian,Delivery,Basavanagudi,3.7,350.0
Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,1063,Jayanagar,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ",Delivery,Basavanagudi,4.1,1200.0
Cafe Coffee Day,Yes,No,15,Banashankari,Cafe,"Cafe, Fast Food",Delivery,Basavanagudi,3.4,900.0
Turkish Shawarma,Yes,No,21,BTM,"Takeaway, Delivery",Rolls,Delivery,Basavanagudi,3.6,200.0
Swadd Kitchen,Yes,No,4,Basavanagudi,Casual Dining,"North Indian, Fast Food",Delivery,Basavanagudi,3.4,500.0
Canton,Yes,No,195,Jayanagar,Casual Dining,"Chinese, Seafood, Biryani",Delivery,Basavanagudi,3.6,800.0
Pure & Natural,Yes,No,211,Jayanagar,Casual Dining,"Fast Food, Continental, Beverages, Salad, Healthy Food",Delivery,Basavanagudi,3.9,500.0
Stoned Monkey,Yes,No,860,Banashankari,Dessert Parlor,"Desserts, Ice Cream",Delivery,Basavanagudi,4.3,500.0
Cravy Wings,Yes,No,289,Bannerghatta Road,Quick Bites,"American, Burger, Fast Food",Delivery,Basavanagudi,4.2,400.0
Dakshin Grand,Yes,No,82,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",Delivery,Basavanagudi,3.0,300.0
Frozen Bottle,Yes,No,146,Banashankari,Beverage Shop,"Beverages, Desserts, Ice Cream",Delivery,Basavanagudi,4.2,400.0
Soup Station,Yes,No,10,Bannerghatta Road,Quick Bites,Continental,Delivery,Basavanagudi,3.6,250.0
Pancuzzi,Yes,No,169,JP Nagar,Cafe,"Cafe, Beverages, Desserts",Delivery,Basavanagudi,4.2,600.0
Meat And Eat,Yes,No,10,Banashankari,Quick Bites,"Fast Food, Burger",Delivery,Basavanagudi,3.1,500.0
Asha Sweets Centre,Yes,No,27,Basavanagudi,Dessert Parlor,Fast Food,Delivery,Basavanagudi,3.6,250.0
Ross Kitchen,Yes,No,21,BTM,Delivery,Chinese,Delivery,Basavanagudi,3.6,400.0
Sandwich Hub,Yes,No,12,Jayanagar,Quick Bites,"Fast Food, Sandwich",Delivery,Basavanagudi,3.4,300.0
Ambur Star Dum Biryani,Yes,No,17,Jayanagar,Quick Bites,Biryani,Delivery,Basavanagudi,3.4,100.0
Fanoos Xprss,Yes,No,53,Jayanagar,Quick Bites,"Arabian, Rolls, North Indian, BBQ",Delivery,Basavanagudi,3.7,400.0
Khan Saheb Grills and Rolls,Yes,No,134,Jayanagar,Quick Bites,"Fast Food, Rolls",Delivery,Basavanagudi,3.9,350.0
Desi Vdesi,Yes,No,113,Shanti Nagar,Quick Bites,"Fast Food, North Indian, Rolls",Delivery,Basavanagudi,3.9,250.0
Bhavani Chats N Juice,Yes,No,91,Jayanagar,Quick Bites,"Beverages, Street Food",Delivery,Basavanagudi,3.9,200.0
Chai Mane,Yes,No,20,Basavanagudi,Quick Bites,"Juices, Fast Food",Delivery,Basavanagudi,3.6,150.0
Chumma Delicious,Yes,No,237,Banashankari,Quick Bites,"South Indian, Fast Food",Delivery,Basavanagudi,3.7,200.0
LIT Gastro Pub,Yes,Yes,197,Jayanagar,Pub,"Chinese, Continental, Burger, Pizza",Delivery,Basavanagudi,3.8,1000.0
Catch-up-ino,Yes,No,133,Banashankari,Cafe,"Cafe, Fast Food, Continental, Chinese, Momos",Delivery,Basavanagudi,3.9,800.0
Bake Addiction,Yes,No,90,JP Nagar,Bakery,"Bakery, Desserts",Delivery,Basavanagudi,4.0,500.0
Go Native,Yes,Yes,1252,Jayanagar,"Casual Dining, Cafe","Healthy Food, Cafe, Beverages",Delivery,Basavanagudi,4.3,800.0
Rooftop Cafe,Yes,No,796,Jayanagar,Cafe,"Cafe, Fast Food, Beverages",Delivery,Basavanagudi,4.1,400.0
San Churro Cafe,Yes,No,918,Banashankari,"Cafe, Casual Dining","Cafe, Mexican, Italian",Delivery,Basavanagudi,3.8,800.0
Karavali Kolimane,Yes,No,28,Wilson Garden,Quick Bites,"Mangalorean, Chinese, North Indian",Delivery,Basavanagudi,3.7,350.0
Sukh Sagar,Yes,No,155,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",Delivery,Basavanagudi,3.8,450.0
Durga Sagar,Yes,No,8,Shanti Nagar,Quick Bites,South Indian,Delivery,Basavanagudi,3.3,150.0
Steaming Mugs,Yes,No,240,Basavanagudi,Cafe,Cafe,Delivery,Basavanagudi,3.9,700.0
Jayanagara Donne Biryani,Yes,No,60,Jayanagar,Quick Bites,"Biryani, South Indian",Delivery,Basavanagudi,3.6,400.0
Bakers Town,Yes,No,41,BTM,Cafe,"Cafe, Continental, Fast Food",Delivery,Basavanagudi,3.6,700.0
Anda Ka Funda,Yes,No,89,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls",Delivery,Basavanagudi,3.4,250.0
Juice Junction Food Court,Yes,No,57,Basavanagudi,Quick Bites,"Juices, South Indian, Chinese, Fast Food",Delivery,Basavanagudi,3.7,200.0
Domino's Pizza,Yes,No,217,Wilson Garden,Quick Bites,"Pizza, Fast Food",Delivery,Basavanagudi,3.7,800.0
Big Mishra Pedha,Yes,No,23,Jayanagar,Sweet Shop,Mithai,Delivery,Basavanagudi,2.9,250.0
Amande Patisserie,Yes,No,73,Basavanagudi,Bakery,"Bakery, French, Desserts",Delivery,Basavanagudi,4.0,300.0
S M V Snacks Corner,Yes,No,33,Basavanagudi,Quick Bites,Fast Food,Delivery,Basavanagudi,3.7,200.0
Kaapi Kendra,Yes,No,14,Jayanagar,Quick Bites,South Indian,Delivery,Basavanagudi,3.7,100.0
Ice Cream Works,Yes,No,192,Jayanagar,Dessert Parlor,"Desserts, Ice Cream",Delivery,Basavanagudi,4.1,300.0
Sri Rajasthani Foods,Yes,No,9,JP Nagar,Quick Bites,"Rajasthani, North Indian",Delivery,Basavanagudi,3.5,200.0
Sandwich Mama's And Frozen Monster,Yes,No,53,Jayanagar,Quick Bites,"Ice Cream, Beverages, Fast Food",Delivery,Basavanagudi,3.8,250.0
Sreeraj Lassi Bar,Yes,No,61,Shanti Nagar,Beverage Shop,"Beverages, Desserts",Delivery,Basavanagudi,3.9,150.0
Mangalore Pearl,Yes,No,242,Jayanagar,Casual Dining,"Mangalorean, Seafood, Chinese, Biryani",Delivery,Basavanagudi,3.8,650.0
Rajathadri Food Fort,Yes,No,465,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",Delivery,Basavanagudi,4.0,600.0
Penthouse Cafe,Yes,No,324,Banashankari,Cafe,"Cafe, Italian, Continental",Delivery,Basavanagudi,4.0,700.0
Lalbagh Grand,Yes,No,22,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",Delivery,Basavanagudi,3.0,250.0
Rahhams,Yes,No,307,Shanti Nagar,Casual Dining,"Mughlai, North Indian, Chinese",Delivery,Basavanagudi,2.6,700.0
Udupi Upachar,Yes,No,6,Banashankari,Quick Bites,"South Indian, North Indian",Delivery,Basavanagudi,3.3,500.0
Baskin Robbins,Yes,No,25,Jayanagar,Dessert Parlor,"Ice Cream, Desserts",Delivery,Basavanagudi,3.6,250.0
Shree Mahalakshmi Sweets,Yes,No,8,Banashankari,Sweet Shop,"Mithai, Street Food",Delivery,Basavanagudi,3.2,100.0
Hushy's Kitchen,Yes,No,58,Shanti Nagar,Quick Bites,Fast Food,Delivery,Basavanagudi,3.5,300.0
Magic Meals,Yes,No,47,Jayanagar,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",Delivery,Basavanagudi,3.7,400.0
Cafe Shuffle,Yes,Yes,150,Banashankari,Cafe,"Cafe, Italian, Continental",Delivery,Basavanagudi,4.2,600.0
Tandoori Knight,Yes,No,290,Banashankari,Quick Bites,"North Indian, Chinese, Biryani, Kebab",Delivery,Basavanagudi,3.0,450.0
Shreyas Upahar & Burger Point,Yes,No,7,Basavanagudi,Quick Bites,"South Indian, Burger",Delivery,Basavanagudi,3.0,200.0
The Cake City,Yes,No,4,Shanti Nagar,"Quick Bites, Bakery","Chinese, Continental, Desserts, Bakery",Delivery,Basavanagudi,3.2,300.0
Bubblewrap Waffle Co.,Yes,No,356,Jayanagar,Dessert Parlor,"Desserts, Beverages",Delivery,Basavanagudi,4.4,400.0
Waffle Stories,Yes,No,249,Jayanagar,Dessert Parlor,"Desserts, Beverages",Delivery,Basavanagudi,4.2,300.0
Grillopia,Yes,No,82,BTM,Quick Bites,"Burger, Pizza, Fast Food",Delivery,Basavanagudi,3.8,1000.0
Cross Road Cafe,Yes,No,91,Jayanagar,Cafe,"Cafe, Fast Food, Chinese",Delivery,Basavanagudi,3.9,300.0
Pizza Stop,Yes,No,164,Basavanagudi,Quick Bites,"Pizza, Italian",Delivery,Basavanagudi,3.8,600.0
Kolkata King,Yes,No,6,Basavanagudi,Quick Bites,"Fast Food, Rolls",Delivery,Basavanagudi,3.4,300.0
North Rasoe,Yes,No,5,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese, Biryani, Kebab",Delivery,Basavanagudi,3.1,500.0
Ruchi's Corner,Yes,No,123,Banashankari,Quick Bites,Fast Food,Delivery,Basavanagudi,2.7,200.0
Naati Manae,Yes,No,10,JP Nagar,Food Court,"South Indian, Biryani",Delivery,Basavanagudi,3.1,500.0
Hotel Empark,Yes,No,16,Wilson Garden,Casual Dining,"Chinese, North Indian, Arabian",Delivery,Basavanagudi,3.4,800.0
Swadesh Tadka,Yes,No,179,Banashankari,Casual Dining,"North Indian, Chinese, Beverages",Delivery,Basavanagudi,3.5,600.0
Lassi Stop,Yes,No,12,Banashankari,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",Delivery,Basavanagudi,3.4,150.0
The Chocolate Room,Yes,No,153,JP Nagar,Food Court,"Cafe, Desserts",Delivery,Basavanagudi,3.9,400.0
Navami,Yes,No,79,Jayanagar,Casual Dining,"Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",Delivery,Basavanagudi,3.5,600.0
Sri Guru Kottureshwara Davangere Benne Dosa,Yes,No,558,Basavanagudi,Quick Bites,South Indian,Delivery,Basavanagudi,4.1,150.0
Ibaco,Yes,No,197,Banashankari,Dessert Parlor,Desserts,Delivery,Basavanagudi,4.0,300.0
Toscano,Yes,Yes,1129,Jayanagar,Casual Dining,"Italian, Salad",Delivery,Basavanagudi,4.3,1300.0
Shringar Sweets & Snacks,Yes,No,11,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, South Indian, Street Food, Fast Food",Delivery,Basavanagudi,3.5,200.0
Utsav Restaurant,Yes,No,61,Banashankari,Quick Bites,"North Indian, Chinese",Delivery,Basavanagudi,3.8,300.0
Hatti Kaapi,Yes,No,89,Jayanagar,Quick Bites,"South Indian, Beverages",Delivery,Basavanagudi,4.0,200.0
Havmor,Yes,No,21,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",Delivery,Basavanagudi,3.8,200.0
The Pizzeria,Yes,No,45,Banashankari,Casual Dining,"Pizza, Italian, Salad",Delivery,Basavanagudi,2.8,800.0
Karavali Family Restaurant,Yes,No,90,Jayanagar,Casual Dining,"Seafood, Biryani, South Indian, North Indian, Chinese",Delivery,Basavanagudi,3.5,500.0
Little Cafe,Yes,No,54,Basavanagudi,Cafe,"Cafe, Beverages",Delivery,Basavanagudi,3.7,600.0
Bangarpet Chat Express,Yes,No,6,Basavanagudi,Quick Bites,"Street Food, Fast Food",Delivery,Basavanagudi,3.3,100.0
Salut,Yes,Yes,442,Jayanagar,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza",Delivery,Basavanagudi,4.1,1200.0
Aadhya Hotel,Yes,No,5,Basavanagudi,"Casual Dining, Bar","South Indian, North Indian, Chinese, Biryani",Delivery,Basavanagudi,3.3,800.0
Sri Krishna Sweets,Yes,No,22,Basavanagudi,Sweet Shop,"Mithai, Desserts",Delivery,Basavanagudi,3.7,250.0
Quench & Crunch,Yes,No,21,Shanti Nagar,Beverage Shop,"Beverages, Fast Food",Delivery,Basavanagudi,3.6,150.0
Shake It Off,Yes,No,659,Jayanagar,"Beverage Shop, Quick Bites","Beverages, Fast Food",Delivery,Basavanagudi,4.4,600.0
Xpress Chai,Yes,No,30,BTM,Beverage Shop,Tea,Delivery,Basavanagudi,3.7,150.0
Cafe Ajfan,Yes,No,261,Jayanagar,Cafe,"Cafe, Continental, Beverages",Delivery,Basavanagudi,4.2,700.0
Kettle & Kegs,Yes,No,6,Banashankari,Delivery,"Tea, Beverages",Delivery,Basavanagudi,3.2,200.0
Curry Leaves,Yes,No,176,Basavanagudi,Casual Dining,"Andhra, North Indian, Chinese",Delivery,Basavanagudi,4.1,800.0
Thanco's Natural Ice Cream,Yes,No,69,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",Delivery,Basavanagudi,3.6,450.0
Cane-O-La,Yes,No,61,Basavanagudi,Quick Bites,Juices,Delivery,Basavanagudi,3.8,100.0
Ruchis Point,Yes,No,75,Banashankari,Quick Bites,"Fast Food, Chinese",Delivery,Basavanagudi,3.8,200.0
Mudpipe Cafe,Yes,Yes,1872,BTM,Cafe,"Cafe, Continental, Burger",Delivery,Basavanagudi,4.5,900.0
Karavali Grand,Yes,No,25,Koramangala 5th Block,Casual Dining,"Mangalorean, Seafood, North Indian, Chinese",Delivery,Basavanagudi,3.7,600.0
Chai Kraft,Yes,No,30,Jayanagar,Beverage Shop,"Beverages, Tea",Delivery,Basavanagudi,4.1,100.0
Vietnamese Kitchen,Yes,No,105,Banashankari,Casual Dining,Vietnamese,Delivery,Basavanagudi,3.6,700.0
Udupi Grand,Yes,No,74,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",Delivery,Basavanagudi,3.8,300.0
The Krishna Grand Xpress,Yes,No,136,Jayanagar,Quick Bites,"South Indian, Fast Food",Delivery,Basavanagudi,4.0,350.0
City Durbar,Yes,No,71,Jayanagar,Casual Dining,"North Indian, Chinese, Biryani",Delivery,Basavanagudi,3.7,450.0
World of Waffles,Yes,No,178,JP Nagar,Dessert Parlor,Desserts,Delivery,Basavanagudi,3.9,400.0
Just Bunny,Yes,No,11,Jayanagar,Quick Bites,Fast Food,Delivery,Basavanagudi,3.5,200.0
Chinese House,Yes,No,19,Jayanagar,Quick Bites,"Chinese, Thai, Momos",Delivery,Basavanagudi,2.8,300.0
Ragoo's,Yes,No,233,Jayanagar,Casual Dining,"Italian, Pizza, North Indian, Salad",Delivery,Basavanagudi,3.9,800.0
Nammura Donne Biriyani,Yes,No,155,Basavanagudi,Quick Bites,"Mughlai, Biryani",Delivery,Basavanagudi,3.5,400.0
Marzipan @ The Bohemian House,Yes,No,49,Richmond Road,Cafe,Cafe,Delivery,Basavanagudi,4.2,700.0
Masale Daan,Yes,No,4,Banashankari,Delivery,North Indian,Delivery,Basavanagudi,3.1,350.0
Udupi Sri Krishna Cafe,Yes,No,14,Jayanagar,Casual Dining,"North Indian, South Indian",Delivery,Basavanagudi,3.9,600.0
A2B Veg - Adyar Ananda Bhavan,Yes,No,97,Basavanagudi,Casual Dining,"South Indian, Fast Food, Street Food",Delivery,Basavanagudi,2.7,400.0
J K Fish Land,Yes,No,35,Jayanagar,Quick Bites,"Seafood, Mangalorean",Delivery,Basavanagudi,3.6,300.0
Shri Vinayaka Ice N Juice,Yes,No,11,Basavanagudi,Quick Bites,"Beverages, Fast Food",Delivery,Basavanagudi,3.2,150.0
Kirthi's Biryani,Yes,No,144,Banashankari,Cafe,"Chinese, Cafe, Italian",Delivery,Basavanagudi,3.8,700.0
Indori Chatorey,Yes,No,137,BTM,Quick Bites,"North Indian, Street Food",Delivery,Basavanagudi,2.8,300.0
Brew Meister,Yes,Yes,970,Jayanagar,"Microbrewery, Casual Dining","North Indian, Continental, Finger Food, American, Asian",Delivery,Basavanagudi,4.1,1500.0
Maruthi Davangere Benne Dosa,Yes,No,17,Banashankari,Quick Bites,South Indian,Delivery,Basavanagudi,4.0,150.0
Thamboola,Yes,No,135,Banashankari,Casual Dining,"North Indian, Chinese, Continental",Delivery,Basavanagudi,3.9,800.0
Swarga Ruchi,Yes,No,10,Basavanagudi,Quick Bites,South Indian,Delivery,Basavanagudi,3.3,200.0
Bombay Kulfi,Yes,No,18,Jayanagar,Dessert Parlor,"Desserts, Ice Cream",Delivery,Basavanagudi,3.8,150.0
Nandhanus Rasoi,Yes,No,9,Jayanagar,Quick Bites,"Chinese, Rolls, North Indian",Delivery,Basavanagudi,3.4,200.0
Cafe Mondo,Yes,No,514,Basavanagudi,Cafe,"Cafe, Italian, Beverages",Delivery,Basavanagudi,3.7,600.0
Mockaholic Restro Beer Cafe,Yes,No,914,JP Nagar,Bar,"North Indian, Chinese, Pizza, BBQ",Delivery,Basavanagudi,3.9,1000.0
Navi Food Point,Yes,No,22,Basavanagudi,Quick Bites,Fast Food,Delivery,Basavanagudi,3.6,200.0
Ugadi,Yes,No,177,Jayanagar,Casual Dining,"North Indian, Chinese, Biryani, Andhra, Mangalorean",Delivery,Basavanagudi,2.9,700.0
3 Spice,Yes,No,157,Wilson Garden,Casual Dining,"North Indian, Chinese",Delivery,Basavanagudi,3.9,450.0
Ascharya Hotel,Yes,No,10,Koramangala 5th Block,Quick Bites,"Mangalorean, South Indian",Delivery,Basavanagudi,3.3,300.0
Waffle-A-Go Go,Yes,No,70,Banashankari,Dessert Parlor,"Fast Food, Desserts, Ice Cream",Delivery,Basavanagudi,3.9,400.0
Mug N Bean,Yes,No,247,Jayanagar,Cafe,"Cafe, Continental, Italian, Burger",Delivery,Basavanagudi,3.9,400.0
Jalaram Sweets,Yes,No,32,Jayanagar,Sweet Shop,"Desserts, Mithai",Delivery,Basavanagudi,3.8,250.0
My Tea House,Yes,No,62,Banashankari,"Quick Bites, Cafe","Italian, Fast Food, Cafe, European",Delivery,Basavanagudi,3.6,600.0
Bakers77,Yes,No,35,Jayanagar,"Bakery, Quick Bites","Bakery, Fast Food",Delivery,Basavanagudi,4.0,400.0
Chai Culture,Yes,No,8,Jayanagar,Beverage Shop,Beverages,Delivery,Basavanagudi,3.6,200.0
In Time Cane Juice,Yes,No,10,Kumaraswamy Layout,Beverage Shop,"Juices, Beverages",Delivery,Basavanagudi,3.5,100.0
Pappu Da Dhaba,Yes,No,57,Jayanagar,Quick Bites,"North Indian, Fast Food, Beverages, Momos",Delivery,Basavanagudi,3.0,400.0
Desi Inn,Yes,No,13,Shanti Nagar,Quick Bites,North Indian,Delivery,Basavanagudi,3.5,300.0
360 Atoms Restaurant And Cafe,Yes,No,13,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",Delivery,Basavanagudi,3.1,400.0
Paratha Merchant,Yes,No,39,Kumaraswamy Layout,Quick Bites,North Indian,Delivery,Basavanagudi,3.1,300.0
Black Cup Cafe,Yes,No,20,BTM,Cafe,"Cafe, Fast Food, Beverages",Delivery,Basavanagudi,3.7,400.0
Pop Hop,Yes,No,204,Jayanagar,Dessert Parlor,"Ice Cream, Desserts",Delivery,Basavanagudi,4.1,300.0
Sri Yaksha Shiv Sagar,Yes,No,24,Banashankari,Casual Dining,"North Indian, Chinese",Delivery,Basavanagudi,3.6,600.0
Chung Wah,Yes,No,519,Banashankari,Casual Dining,"Chinese, Momos, Thai, Vietnamese",Delivery,Basavanagudi,3.9,900.0
Aramane Donne Briyani,Yes,No,334,JP Nagar,Quick Bites,"Biryani, Fast Food",Delivery,Basavanagudi,4.0,300.0
Nandhi Andhra Style Family Restaurant,Yes,No,13,Jayanagar,Quick Bites,"Seafood, Biryani, South Indian, North Indian, Chinese, Kebab",Delivery,Basavanagudi,3.4,400.0
New Udupi Upahar,Yes,No,23,Jayanagar,Quick Bites,"South Indian, North Indian",Delivery,Basavanagudi,3.5,300.0
Ramji Chaiwale,Yes,No,19,Jayanagar,Quick Bites,"Beverages, Fast Food",Delivery,Basavanagudi,3.6,250.0
Tangra Indo - Chinese Cuisine,Yes,No,29,Jayanagar,Food Court,"Chinese, Thai",Delivery,Basavanagudi,3.6,400.0
1441 Pizzeria,Yes,No,119,JP Nagar,Casual Dining,"Pizza, Salad",Delivery,Basavanagudi,4.1,800.0
New Chickpete Donne Biryani,Yes,No,68,Basavanagudi,Quick Bites,Biryani,Delivery,Basavanagudi,3.5,250.0
The Airos,Yes,No,130,Jayanagar,Cafe,"Cafe, Italian, Pizza",Delivery,Basavanagudi,4.1,650.0
Woody's,Yes,No,208,JP Nagar,Casual Dining,"Chinese, South Indian, North Indian",Delivery,Basavanagudi,2.6,650.0
Sea Spice by 7 Star,Yes,Yes,349,Banashankari,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",Delivery,Basavanagudi,4.0,1200.0
Rasoi,Yes,No,128,Banashankari,Quick Bites,"North Indian, Chinese",Delivery,Basavanagudi,3.3,300.0
Bread and Circus,Yes,No,50,Shanti Nagar,Cafe,"Cafe, Fast Food, Pizza, Burger",Delivery,Basavanagudi,3.7,550.0
Maiyas,Yes,No,1778,Jayanagar,Quick Bites,"North Indian, South Indian, Fast Food, Juices",Delivery,Basavanagudi,4.0,200.0
Mumbai Badam Milk & Lassi Center,Yes,No,23,Basavanagudi,Kiosk,"Beverages, Desserts",Delivery,Basavanagudi,3.6,100.0
South Point Pub,Yes,No,11,Basavanagudi,Bar,"North Indian, Seafood, Chinese",Delivery,Basavanagudi,3.4,800.0
Hari Super Sandwich,No,No,279,Basavanagudi,Quick Bites,"Fast Food, Street Food",Delivery,Basavanagudi,4.1,200.0
Gokul Veg,Yes,No,469,Basavanagudi,Casual Dining,"North Indian, Chinese, Beverages",Delivery,Basavanagudi,3.8,750.0
AM WOW,Yes,No,6,Jayanagar,Beverage Shop,Beverages,Delivery,Basavanagudi,3.4,100.0
Hotel Smile,Yes,No,6,Jayanagar,Casual Dining,"North Indian, Chinese",Delivery,Basavanagudi,3.1,400.0
David's Kitchen,Yes,No,12,BTM,Quick Bites,"North Indian, South Indian, Chinese",Delivery,Basavanagudi,3.5,200.0
Prems Graama Bhojanam,Yes,No,322,Jayanagar,Casual Dining,South Indian,Delivery,Basavanagudi,4.3,400.0
Fudge,Yes,No,12,Jayanagar,Dessert Parlor,"Desserts, Momos",Delivery,Basavanagudi,3.2,200.0
Navya Foods,Yes,No,7,HSR,Quick Bites,"North Indian, Fast Food",Delivery,Basavanagudi,3.4,300.0
Cafe Vivacity,Yes,No,90,Banashankari,Cafe,Cafe,Delivery,Basavanagudi,3.8,650.0
Eat Repeat Express,Yes,No,20,JP Nagar,Casual Dining,"North Indian, South Indian, Chinese, Biryani, Mexican",Delivery,Basavanagudi,3.2,700.0
Shyvan Restaurant,Yes,No,81,Shanti Nagar,Casual Dining,"North Indian, Chinese",Delivery,Basavanagudi,3.6,500.0
Iceberg Icecreams,Yes,No,43,Basavanagudi,Dessert Parlor,"Desserts, Ice Cream",Delivery,Basavanagudi,4.0,250.0
Mecaf Family Restaurant,Yes,No,214,BTM,Casual Dining,"North Indian, Chinese, Fast Food",Delivery,Basavanagudi,3.9,400.0
By 2 Coffee,Yes,No,316,Basavanagudi,Quick Bites,South Indian,Delivery,Basavanagudi,4.3,100.0
Chocoberry,Yes,No,56,Jayanagar,Dessert Parlor,"Ice Cream, Desserts, Beverages",Delivery,Basavanagudi,3.5,400.0
Java City,Yes,No,157,Jayanagar,Cafe,"Cafe, American, Pizza",Delivery,Basavanagudi,2.6,450.0
Coffee Tindi,Yes,No,75,Banashankari,"Cafe, Quick Bites","Cafe, South Indian",Delivery,Basavanagudi,3.8,200.0
Quench The Juice Lounge,Yes,No,17,Jayanagar,Beverage Shop,"Beverages, Juices, Ice Cream",Delivery,Basavanagudi,3.6,150.0
Euki,Yes,Yes,553,Jayanagar,Casual Dining,"Italian, Mexican",Delivery,Basavanagudi,4.1,900.0
Bangalore Donne Biriyani,Yes,No,4,Kumaraswamy Layout,Quick Bites,"South Indian, Biryani",Delivery,Basavanagudi,3.2,300.0
The Grillo,Yes,Yes,80,Jayanagar,Casual Dining,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean",Delivery,Basavanagudi,2.8,500.0
Kalpavriksha Upahara,Yes,No,126,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",Delivery,Basavanagudi,3.9,400.0
Churchill's,Yes,Yes,1403,JP Nagar,"Casual Dining, Pub","North Indian, Continental",Delivery,Basavanagudi,4.1,1100.0
Bunt's Biriyani Palace,Yes,No,213,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Biryani, Seafood",Delivery,Basavanagudi,3.0,400.0
