name,online_order,book_table,votes,location,rest_type,cuisines,listed_in(type),listed_in(city),rating,cost_for_two
RK Fresh Food,Yes,No,12,BTM,Quick Bites,Fast Food,Dine-out,Bannerghatta Road,3.5,300.0
RCS Kitchen,Yes,No,34,BTM,Quick Bites,Continental,Dine-out,Bannerghatta Road,3.3,500.0
Desi Wok,No,No,76,BTM,Quick Bites,"North Indian, Chinese",Dine-out,Bannerghatta Road,2.7,500.0
Namana Garden,No,No,75,BTM,Quick Bites,"North Indian, South Indian, Chinese, Street Food",Dine-out,Bannerghatta Road,2.6,400.0
Biriyani Angadi,No,No,7,BTM,Quick Bites,Biryani,Dine-out,Bannerghatta Road,3.2,200.0
Biryani Magic,Yes,No,31,BTM,Quick Bites,"North Indian, Biryani",Dine-out,Bannerghatta Road,3.5,300.0
Sri Sankara Cafe,Yes,No,26,BTM,Quick Bites,South Indian,Dine-out,Bannerghatta Road,3.6,100.0
Mahesh Friends Food Center,Yes,No,126,BTM,Quick Bites,"Chinese, North Indian",Dine-out,Bannerghatta Road,2.9,300.0
Swad Plaza,Yes,No,6,BTM,Quick Bites,"North Indian, Chinese",Dine-out,Bannerghatta Road,3.4,400.0
Diya's Findish,Yes,No,6,Bommanahalli,Quick Bites,"North Indian, Chinese, Bengali",Dine-out,Bannerghatta Road,3.3,500.0
Chicken Magic,Yes,No,207,BTM,Quick Bites,"Chinese, North Indian",Dine-out,Bannerghatta Road,3.7,300.0
New Mahesh Friends Food Corner,Yes,No,45,BTM,Quick Bites,"North Indian, Chinese",Dine-out,Bannerghatta Road,3.2,300.0
Bay Root,No,No,24,BTM,Quick Bites,"North Indian, Arabian",Dine-out,Bannerghatta Road,3.7,400.0
Mughlai Kitchen,Yes,No,269,BTM,,"Mughlai, North Indian, Chinese, Momos",Dine-out,Bannerghatta Road,3.5,600.0
Amontron,Yes,No,435,BTM,Casual Dining,Bengali,Dine-out,Bannerghatta Road,3.9,650.0
Sri Lakshmi Dhaba,Yes,No,255,BTM,Quick Bites,North Indian,Dine-out,Bannerghatta Road,2.9,250.0
Deja Vu Resto Bar,Yes,Yes,2488,Bannerghatta Road,Pub,"North Indian, Italian",Drinks & nightlife,Bannerghatta Road,4.4,900.0
Chavadi,Yes,Yes,2237,Bannerghatta Road,"Casual Dining, Bar","Continental, North Indian, Pizza, Italian",Drinks & nightlife,Bannerghatta Road,4.4,1200.0
TGI Fridays,Yes,Yes,1337,Bannerghatta Road,Lounge,"American, Burger, Italian, Steak",Drinks & nightlife,Bannerghatta Road,3.9,1700.0
Simply Indian,Yes,Yes,681,Bannerghatta Road,Casual Dining,"North Indian, Chinese, Seafood, Biryani, Mangalorean",Drinks & nightlife,Bannerghatta Road,3.9,800.0
Terrace Lounge,No,No,25,Bannerghatta Road,Lounge,"North Indian, Chinese, Seafood",Drinks & nightlife,Bannerghatta Road,3.6,1600.0
Hakuna Matata,No,No,2781,JP Nagar,"Casual Dining, Bar","North Indian, Asian, Seafood, Chinese",Drinks & nightlife,Bannerghatta Road,4.5,1200.0
Brewsky,Yes,Yes,4312,JP Nagar,Microbrewery,"Continental, American",Drinks & nightlife,Bannerghatta Road,4.4,1600.0
55 Wall Street,No,Yes,1763,JP Nagar,Bar,"Finger Food, North Indian, Chinese",Drinks & nightlife,Bannerghatta Road,3.9,1300.0
Crumb Together,Yes,Yes,585,JP Nagar,"Casual Dining, Bar","Continental, Finger Food, North Indian, Chinese",Drinks & nightlife,Bannerghatta Road,4.1,1200.0
Bottle Breacher,No,Yes,1187,JP Nagar,"Casual Dining, Pub","Italian, Continental",Drinks & nightlife,Bannerghatta Road,4.1,1200.0
Watson's,Yes,Yes,1010,JP Nagar,"Pub, Bar","Finger Food, Chinese, Continental",Drinks & nightlife,Bannerghatta Road,4.0,1300.0
Casa Piccosa,Yes,Yes,842,JP Nagar,"Casual Dining, Bar","South American, Continental, Italian",Drinks & nightlife,Bannerghatta Road,4.1,1100.0
Coconut Grove,No,No,97,JP Nagar,"Casual Dining, Bar","South Indian, Chettinad, Kerala, Seafood",Drinks & nightlife,Bannerghatta Road,3.4,1100.0
Turquoise,No,No,56,JP Nagar,Lounge,North Indian,Drinks & nightlife,Bannerghatta Road,2.8,1200.0
BANGALORE BOX,Yes,Yes,612,BTM,"Casual Dining, Bar","Asian, Continental, Finger Food",Drinks & nightlife,Bannerghatta Road,4.1,1500.0
Subz,Yes,Yes,2022,Jayanagar,Casual Dining,"North Indian, South Indian",Buffet,Basavanagudi,4.2,1000.0
Grand Village,No,No,166,Basavanagudi,Casual Dining,"North Indian, Rajasthani",Buffet,Basavanagudi,3.8,600.0
Timepass Dinner,Yes,No,286,Basavanagudi,Casual Dining,North Indian,Buffet,Basavanagudi,3.8,600.0
MG's Fine Dining & Bar - Springs Hotel & Spa,No,Yes,21,Basavanagudi,Casual Dining,"North Indian, Asian, Continental",Buffet,Basavanagudi,3.8,800.0
1947,No,Yes,2303,Jayanagar,Casual Dining,"North Indian, Chinese",Buffet,Basavanagudi,4.1,950.0
Chutney Chang,Yes,Yes,2339,Jayanagar,Casual Dining,"North Indian, Chinese, BBQ",Buffet,Basavanagudi,4.1,1500.0
Empire Restaurant,Yes,No,4884,Jayanagar,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",Buffet,Basavanagudi,4.4,750.0
Jalsa,Yes,Yes,775,Banashankari,Casual Dining,"North Indian, Mughlai, Chinese",Buffet,Basavanagudi,4.1,800.0
Udupi Sri Krishna Cafe,Yes,No,14,Jayanagar,Casual Dining,"North Indian, South Indian",Buffet,Basavanagudi,3.9,600.0
San Churro Cafe,Yes,No,918,Banashankari,"Cafe, Casual Dining","Cafe, Mexican, Italian",Buffet,Basavanagudi,3.8,800.0
Tree Top,Yes,No,74,Wilson Garden,Casual Dining,"Continental, Chinese, North Indian, South Indian",Buffet,Basavanagudi,3.8,1000.0
Samskruti - Sanman Gardenia,Yes,No,139,Jayanagar,Casual Dining,"North Indian, Chinese, South Indian",Buffet,Basavanagudi,4.1,550.0
The Sofraah Kebabs & Kurries - Eden Park Restaurants,No,Yes,176,Jayanagar,Casual Dining,"North Indian, Afghani",Buffet,Basavanagudi,3.8,1350.0
The Yellow Chilli,Yes,Yes,584,Jayanagar,Casual Dining,"North Indian, Mughlai, Biryani",Buffet,Basavanagudi,3.8,1200.0
Tea Villa Cafe,No,Yes,633,Jayanagar,"Cafe, Casual Dining","Cafe, Continental, Mediterranean, Italian, Desserts",Cafes,Basavanagudi,4.3,800.0
Cafe Cosy,No,Yes,102,Jayanagar,Cafe,"Cafe, Chinese, Continental, Fast Food",Cafes,Basavanagudi,4.1,800.0
Onesta,Yes,Yes,1755,Basavanagudi,"Casual Dining, Cafe","Pizza, Cafe, Italian",Cafes,Basavanagudi,4.6,600.0
Steaming Mugs,Yes,No,240,Basavanagudi,Cafe,Cafe,Cafes,Basavanagudi,3.9,700.0
Srinathji's Cafe,No,No,148,Basavanagudi,"Casual Dining, Cafe","North Indian, Cafe, Chinese, Fast Food",Cafes,Basavanagudi,3.8,550.0
Redberrys,Yes,No,219,Basavanagudi,Cafe,"Cafe, Italian",Cafes,Basavanagudi,4.0,600.0
Cafe Aira,Yes,No,216,Basavanagudi,Cafe,"Cafe, Continental, Beverages, Desserts",Cafes,Basavanagudi,4.1,500.0
Cafe Mondo,Yes,No,514,Basavanagudi,Cafe,"Cafe, Italian, Beverages",Cafes,Basavanagudi,3.7,600.0
1980s Games Cafe,Yes,No,58,Basavanagudi,Cafe,"Cafe, Fast Food",Cafes,Basavanagudi,3.4,400.0
Cafe Coffee Day,Yes,No,30,Basavanagudi,Cafe,"Cafe, Fast Food",Cafes,Basavanagudi,2.8,900.0
Go Native,Yes,Yes,1252,Jayanagar,"Casual Dining, Cafe","Healthy Food, Cafe, Beverages",Cafes,Basavanagudi,4.3,800.0
Alchemy Coffee Roasters,No,No,704,Jayanagar,Cafe,Cafe,Cafes,Basavanagudi,4.2,500.0
Rooftop Cafe,Yes,No,796,Jayanagar,Cafe,"Cafe, Fast Food, Beverages",Cafes,Basavanagudi,4.1,400.0
Enerjuvate Studio & Cafe,No,Yes,731,Jayanagar,Cafe,"Cafe, Continental, Beverages, Healthy Food, Desserts, Sandwich, Pizza, Salad",Cafes,Basavanagudi,4.2,800.0
The Caramelts Cafe,No,No,223,Jayanagar,Cafe,"Cafe, Salad, Wraps, Beverages",Cafes,Basavanagudi,4.2,800.0
SlimSins Cafe,No,No,707,Jayanagar,Cafe,"Cafe, Healthy Food",Cafes,Basavanagudi,4.1,850.0
Cafe Ajfan,Yes,No,261,Jayanagar,Cafe,"Cafe, Continental, Beverages",Cafes,Basavanagudi,4.2,700.0
Cafe Shuffle,Yes,Yes,150,Banashankari,Cafe,"Cafe, Italian, Continental",Cafes,Basavanagudi,4.2,600.0
Krazzy Folds,Yes,Yes,1901,Jayanagar,Cafe,"Cafe, Continental, Sandwich, Beverages",Cafes,Basavanagudi,4.2,800.0
Penthouse Cafe,Yes,No,324,Banashankari,Cafe,"Cafe, Italian, Continental",Cafes,Basavanagudi,4.0,700.0
The Blue Wagon - Kitchen,Yes,No,228,Jayanagar,Cafe,"Cafe, Beverages",Cafes,Basavanagudi,4.6,400.0
Smacznego,Yes,No,504,Banashankari,Cafe,"Cafe, Mexican, Italian, Momos, Beverages",Cafes,Basavanagudi,4.2,550.0
The Airos,Yes,No,130,Jayanagar,Cafe,"Cafe, Italian, Pizza",Cafes,Basavanagudi,4.1,650.0
Starbucks,No,No,108,Jayanagar,Cafe,"Cafe, Desserts",Cafes,Basavanagudi,4.1,700.0
San Churro Cafe,Yes,No,918,Banashankari,"Cafe, Casual Dining","Cafe, Mexican, Italian",Cafes,Basavanagudi,3.8,800.0
Cafe Vivacity,Yes,No,90,Banashankari,Cafe,Cafe,Cafes,Basavanagudi,3.8,650.0
The Studio Cafe,No,No,20,Jayanagar,Cafe,"Cafe, Beverages",Cafes,Basavanagudi,3.8,400.0
Kirthi's Biryani,Yes,No,144,Banashankari,Cafe,"Chinese, Cafe, Italian",Cafes,Basavanagudi,3.8,700.0
La Grande Cafe,No,No,46,Jayanagar,Cafe,Cafe,Cafes,Basavanagudi,3.8,400.0
36th Cross Coffee Mane,No,No,16,Jayanagar,Quick Bites,"South Indian, Chinese, Beverages, Cafe, Coffee, Fast Food, Momos, North Indian",Cafes,Basavanagudi,3.6,200.0
4th Tea Block,No,No,62,Jayanagar,Cafe,Cafe,Cafes,Basavanagudi,4.0,150.0
Grazers,Yes,Yes,291,Jayanagar,Cafe,"Cafe, Burger, Continental, Italian, Desserts",Cafes,Basavanagudi,3.9,650.0
Cuppa,No,No,59,Jayanagar,"Cafe, Casual Dining","Cafe, Fast Food",Cafes,Basavanagudi,3.2,550.0
Coffee Tindi,Yes,No,75,Banashankari,"Cafe, Quick Bites","Cafe, South Indian",Cafes,Basavanagudi,3.8,200.0
Brews N Bites,Yes,No,62,Jayanagar,"Quick Bites, Cafe","Chinese, Fast Food, Cafe",Cafes,Basavanagudi,2.9,650.0
Brew Bakes,No,No,13,Jayanagar,Cafe,"Cafe, Continental, Italian",Cafes,Basavanagudi,3.4,550.0
Bread and Circus,Yes,No,50,Shanti Nagar,Cafe,"Cafe, Fast Food, Pizza, Burger",Cafes,Basavanagudi,3.7,550.0
Java City,Yes,No,157,Jayanagar,Cafe,"Cafe, American, Pizza",Cafes,Basavanagudi,2.6,450.0
Swati Cafe,No,No,8,Shanti Nagar,Cafe,"Cafe, Fast Food",Cafes,Basavanagudi,2.9,500.0
Sea Green Cafe,No,No,4,Banashankari,Cafe,"Cafe, Fast Food, Beverages",Cafes,Basavanagudi,3.3,500.0
Rustic Treats,No,No,4,Jayanagar,"Quick Bites, Cafe","Street Food, Cafe",Cafes,Basavanagudi,3.3,400.0
360 Atoms Restaurant And Cafe,Yes,No,13,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",Cafes,Basavanagudi,3.1,400.0
People Tree Cafe,No,No,168,Jayanagar,Cafe,"Cafe, Fast Food, Beverages",Cafes,Basavanagudi,3.7,400.0
Al Diwan Biryanis And More,Yes,No,12,Basavanagudi,"Takeaway, Delivery",Biryani,Delivery,Basavanagudi,3.3,300.0
eat.fit,Yes,No,143,Koramangala 5th Block,Delivery,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",Delivery,Basavanagudi,4.6,500.0
FreshMenu,Yes,No,627,Banashankari,Delivery,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",Delivery,Basavanagudi,3.9,450.0
Five Star Chicken,Yes,No,129,Banashankari,Quick Bites,"Fast Food, Burger",Delivery,Basavanagudi,3.4,200.0
Leon Grill,Yes,No,414,Jayanagar,Quick Bites,"Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",Delivery,Basavanagudi,4.1,500.0
Dr. Bubbles,Yes,No,95,Jayanagar,"Beverage Shop, Dessert Parlor","Beverages, Desserts",Delivery,Basavanagudi,4.2,400.0
Empire Restaurant,Yes,No,4884,Jayanagar,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",Delivery,Basavanagudi,4.4,750.0
Anna Kuteera,Yes,No,771,Banashankari,Casual Dining,"South Indian, North Indian, Chinese",Delivery,Basavanagudi,4.0,450.0
Energy Addaa,Yes,No,64,Basavanagudi,Quick Bites,"Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza",Delivery,Basavanagudi,4.2,500.0
Dev Sagar - Food Street,Yes,No,233,Basavanagudi,Quick Bites,Street Food,Delivery,Basavanagudi,4.1,200.0
KFC,Yes,No,505,Banashankari,Quick Bites,"Burger, Fast Food",Delivery,Basavanagudi,3.8,450.0
Bengaluru Coffee House,Yes,No,201,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",Delivery,Basavanagudi,4.1,300.0
Shanmukha,Yes,No,774,Koramangala 5th Block,Casual Dining,"Biryani, Andhra, North Indian, Chinese",Delivery,Basavanagudi,4.0,800.0
Bhukkhad Baba,Yes,No,125,JP Nagar,Quick Bites,"North Indian, Beverages",Delivery,Basavanagudi,3.7,250.0
Chinese Square,Yes,No,38,Basavanagudi,Quick Bites,Chinese,Delivery,Basavanagudi,3.9,200.0
House Of Kebabs,Yes,No,540,Basavanagudi,Casual Dining,"North Indian, Kebab, Biryani, Chinese",Delivery,Basavanagudi,3.8,650.0
Subway,Yes,No,176,Basavanagudi,Quick Bites,"Salad, Fast Food",Delivery,Basavanagudi,3.7,600.0
Kolkata Kathi Rolls,Yes,No,23,JP Nagar,Quick Bites,Rolls,Delivery,Basavanagudi,3.8,150.0
Mysuru Coffee Thindi,Yes,No,296,Jayanagar,Quick Bites,"South Indian, Coffee",Delivery,Basavanagudi,4.1,200.0
Smoke-A-Pot,Yes,No,91,JP Nagar,"Takeaway, Delivery","Biryani, North Indian, Rolls",Delivery,Basavanagudi,3.6,500.0
Chaatimes,Yes,No,133,Basavanagudi,Quick Bites,"Street Food, Fast Food",Delivery,Basavanagudi,3.8,200.0
Wamama,Yes,Yes,354,Banashankari,Casual Dining,"Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",Delivery,Basavanagudi,4.2,800.0
Shanthi Sagar,Yes,No,518,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese",Delivery,Basavanagudi,3.6,400.0
Just Shawarma,Yes,No,792,Jayanagar,Quick Bites,Arabian,Delivery,Basavanagudi,4.3,300.0
Chinese Kitchen,Yes,No,58,Basavanagudi,Quick Bites,Chinese,Delivery,Basavanagudi,3.8,150.0
Vijayalakshmi,Yes,No,47,Basavanagudi,Quick Bites,South Indian,Delivery,Basavanagudi,3.9,200.0
Burger King,Yes,No,71,Basavanagudi,Quick Bites,"Burger, Fast Food, Beverages",Delivery,Basavanagudi,3.2,600.0
Smacznego,Yes,No,504,Banashankari,Cafe,"Cafe, Mexican, Italian, Momos, Beverages",Delivery,Basavanagudi,4.2,550.0
Kabab Magic,Yes,No,1720,Basavanagudi,Quick Bites,"North Indian, Kebab, Chinese, Fast Food",Delivery,Basavanagudi,4.1,400.0
Lassi Corner,Yes,No,107,Basavanagudi,Beverage Shop,"Beverages, Ice Cream",Delivery,Basavanagudi,3.7,150.0
The Biriyani Pedia,Yes,No,55,BTM,Quick Bites,Biryani,Delivery,Basavanagudi,3.9,300.0
Paratha Junction,Yes,No,395,Jayanagar,Quick Bites,"North Indian, Chinese",Delivery,Basavanagudi,3.2,300.0
SL Vadapav,Yes,No,78,Jayanagar,Quick Bites,Maharashtrian,Delivery,Basavanagudi,4.0,100.0
Adithya,Yes,No,332,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese",Delivery,Basavanagudi,4.0,300.0
Paradise,Yes,No,1975,JP Nagar,Casual Dining,"Biryani, North Indian, Kebab",Delivery,Basavanagudi,4.0,800.0
Biryanis And More,Yes,No,618,Jayanagar,Casual Dining,"Biryani, North Indian, Chinese, Andhra, South Indian",Delivery,Basavanagudi,4.0,750.0
Wazir's,Yes,No,261,Shanti Nagar,Casual Dining,"North Indian, Chinese",Delivery,Basavanagudi,3.3,500.0
Krispy Kreme,Yes,No,253,Jayanagar,Dessert Parlor,"Desserts, Beverages",Delivery,Basavanagudi,4.0,300.0
Udupi Upahar,Yes,No,58,Banashankari,Quick Bites,"South Indian, Chinese, North Indian, Juices",Delivery,Basavanagudi,3.8,300.0
Kababs N Biryani,Yes,No,22,Banashankari,Quick Bites,South Indian,Delivery,Basavanagudi,3.4,200.0
Madeena Hotel,Yes,No,50,Bannerghatta Road,Quick Bites,"North Indian, Mughlai, Biryani",Delivery,Basavanagudi,3.9,400.0
Roti Ghar,Yes,No,750,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian",Delivery,Basavanagudi,3.9,500.0
Marenahalli Donne Biriyani,Yes,No,259,JP Nagar,Quick Bites,"Biryani, Fast Food",Delivery,Basavanagudi,3.9,300.0
Onesta,Yes,Yes,2556,Banashankari,"Casual Dining, Cafe","Pizza, Cafe, Italian",Delivery,Basavanagudi,4.6,600.0
Namma Brahmin's Idli,Yes,No,34,Jayanagar,Quick Bites,South Indian,Delivery,Basavanagudi,3.6,100.0
Polar Bear,Yes,No,71,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",Delivery,Basavanagudi,3.8,400.0
Behrouz Biryani,Yes,No,230,Banashankari,Delivery,Biryani,Delivery,Basavanagudi,3.9,650.0
Namma Banashankari Donne Biryani,Yes,No,94,JP Nagar,Quick Bites,"Biryani, Kebab",Delivery,Basavanagudi,4.0,250.0
Puliyogare Point,Yes,No,444,Basavanagudi,Quick Bites,South Indian,Delivery,Basavanagudi,4.2,100.0
Kedia's Fun Food,Yes,No,630,Jayanagar,Quick Bites,"North Indian, Street Food, Juices",Delivery,Basavanagudi,4.3,200.0
Sri Udupi Food Hub,Yes,Yes,175,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Beverages",Delivery,Basavanagudi,4.1,500.0
Udupi Ruchi,Yes,No,57,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",Delivery,Basavanagudi,3.9,200.0
Donne Biriyani House,Yes,No,441,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Biryani",Delivery,Basavanagudi,3.9,400.0
Banashankari Donne Biriyani,Yes,No,104,Banashankari,Quick Bites,"Biryani, Fast Food",Delivery,Basavanagudi,3.8,300.0
Dadi's Dum Biryani,Yes,Yes,2723,BTM,Casual Dining,"Biryani, North Indian, Mughlai",Delivery,Basavanagudi,4.1,800.0
Pizza Hut,Yes,No,693,Banashankari,Casual Dining,"Pizza, Fast Food",Delivery,Basavanagudi,3.8,750.0
Bhattara Bhojana,Yes,No,66,Banashankari,Quick Bites,South Indian,Delivery,Basavanagudi,3.6,150.0
Meghana Foods,Yes,No,4401,Jayanagar,Casual Dining,"Biryani, North Indian, Chinese",Delivery,Basavanagudi,4.4,600.0
Kabab Mehal,Yes,No,65,JP Nagar,Quick Bites,"Kebab, North Indian, Fast Food, Beverages",Delivery,Basavanagudi,3.7,400.0
Ovenstory Pizza,Yes,No,172,Banashankari,Delivery,Pizza,Delivery,Basavanagudi,3.9,750.0
Chicken County Grand,Yes,No,319,Bannerghatta Road,Casual Dining,"North Indian, Chinese",Delivery,Basavanagudi,3.9,650.0
Sweet Truth,Yes,No,35,Banashankari,Delivery,"Bakery, Desserts",Delivery,Basavanagudi,3.9,500.0
Prasiddhi Food Corner,Yes,No,170,JP Nagar,Quick Bites,"Fast Food, North Indian, South Indian",Delivery,Basavanagudi,3.7,200.0
Fresh Kitchen,Yes,No,13,Bannerghatta Road,Casual Dining,"North Indian, Chinese",Delivery,Basavanagudi,3.4,600.0
Chai Point,Yes,No,208,Jayanagar,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",Delivery,Basavanagudi,3.2,250.0
Twiststick House,Yes,No,163,Basavanagudi,Quick Bites,"Continental, Fast Food, Street Food, Momos",Delivery,Basavanagudi,4.1,500.0
Starlite Bakery & Fastfood,Yes,No,23,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",Delivery,Basavanagudi,3.7,300.0
Wahab,Yes,No,97,Jayanagar,Quick Bites,"North Indian, Mughlai, Chinese",Delivery,Basavanagudi,3.7,350.0
Faasos,Yes,No,415,Banashankari,Quick Bites,"North Indian, Biryani, Fast Food",Delivery,Basavanagudi,4.2,500.0
Grazers,Yes,Yes,291,Jayanagar,Cafe,"Cafe, Burger, Continental, Italian, Desserts",Delivery,Basavanagudi,3.9,650.0
Szechuan Dragon,Yes,No,1647,Banashankari,Casual Dining,"Chinese, Thai, Momos",Delivery,Basavanagudi,4.2,600.0
Patio 805,Yes,Yes,364,Jayanagar,Casual Dining,"Thai, Vietnamese, Asian, Chinese",Delivery,Basavanagudi,4.1,1200.0
Janahaar,Yes,No,70,Banashankari,Quick Bites,South Indian,Delivery,Basavanagudi,3.8,100.0
Juicy Momos,Yes,No,80,Banashankari,Quick Bites,"Tibetan, Momos",Delivery,Basavanagudi,3.5,250.0
Gama Gama,Yes,No,264,Banashankari,Quick Bites,South Indian,Delivery,Basavanagudi,3.9,200.0
Upahara Darshini,Yes,No,166,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",Delivery,Basavanagudi,4.0,400.0
Bangalore Agarwal Bhavan,Yes,No,134,Jayanagar,Quick Bites,"Street Food, North Indian, South Indian",Delivery,Basavanagudi,3.9,400.0
Just Thindi,Yes,No,16,Basavanagudi,Quick Bites,South Indian,Delivery,Basavanagudi,3.6,200.0
SLV Corner Restaurant,Yes,No,364,Basavanagudi,Casual Dining,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",Delivery,Basavanagudi,4.1,550.0
Tummy Fuel,Yes,No,449,Jayanagar,Cafe,"Cafe, Beverages, Fast Food",Delivery,Basavanagudi,4.2,400.0
XO Belgian Waffle,Yes,No,56,Basavanagudi,Dessert Parlor,"Desserts, Beverages",Delivery,Basavanagudi,3.9,400.0
Kanti Sweets,Yes,No,148,Jayanagar,Quick Bites,"Mithai, Street Food",Delivery,Basavanagudi,3.9,400.0
Firangi Bake,Yes,No,53,Banashankari,Delivery,"Mexican, Italian",Delivery,Basavanagudi,4.0,600.0
Vinny's,Yes,Yes,2115,Banashankari,Casual Dining,"Pizza, Italian, Continental, Desserts",Delivery,Basavanagudi,4.2,800.0
Pani Kum Chai,Yes,No,67,Jayanagar,Quick Bites,Fast Food,Delivery,Basavanagudi,3.9,200.0
Mini Punjabi Dhaba,Yes,No,287,Banashankari,Quick Bites,North Indian,Delivery,Basavanagudi,4.2,350.0
Matru Sagar,Yes,No,84,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",Delivery,Basavanagudi,3.6,250.0
Stories,Yes,Yes,2171,JP Nagar,"Pub, Casual Dining","American, Chinese, Continental, North Indian",Delivery,Basavanagudi,4.2,1200.0
Lassi Shop,Yes,No,21,Basavanagudi,Beverage Shop,"Beverages, Juices",Delivery,Basavanagudi,3.7,100.0
Tanna's Kitchen,Yes,No,7,Kumaraswamy Layout,Quick Bites,"Italian, Chinese, Street Food",Delivery,Basavanagudi,3.1,250.0
Andhra Ruchulu,Yes,Yes,1428,JP Nagar,Casual Dining,"Andhra, North Indian",Delivery,Basavanagudi,4.2,800.0
HOT COFFEE,Yes,No,70,Basavanagudi,Quick Bites,"South Indian, Chinese",Delivery,Basavanagudi,4.1,150.0
Goli Vada Pav No. 1,Yes,No,93,Basavanagudi,Quick Bites,Street Food,Delivery,Basavanagudi,3.7,200.0
Savoury - Sea Shell Restaurant,Yes,Yes,1227,Bannerghatta Road,Casual Dining,"Arabian, North Indian, Chinese, Seafood, Biryani, Rolls, Beverages",Delivery,Basavanagudi,3.9,900.0
Rajanna Military Hotel,Yes,No,164,Jayanagar,Quick Bites,"Biryani, Fast Food",Delivery,Basavanagudi,4.1,400.0
Rustic Stove,Yes,No,577,Jayanagar,Casual Dining,"North Indian, South Indian, Biryani, Beverages",Delivery,Basavanagudi,3.8,900.0
Cafe Zone,Yes,No,149,Kumaraswamy Layout,Quick Bites,"Fast Food, Chinese, Rolls",Delivery,Basavanagudi,3.9,300.0
Sri Sai 99 Variety Dosa,Yes,No,37,Jayanagar,Quick Bites,South Indian,Delivery,Basavanagudi,3.6,300.0
Hotel New Karavali,Yes,No,133,Banashankari,Quick Bites,"Mangalorean, South Indian, North Indian",Delivery,Basavanagudi,3.8,300.0
Donne Biryani & Kabab Corner,Yes,No,12,Kumaraswamy Layout,Quick Bites,"Chinese, Biryani",Delivery,Basavanagudi,3.3,200.0
Shawarma Inc,Yes,No,31,Banashankari,Takeaway,"Rolls, Lebanese",Delivery,Basavanagudi,3.1,250.0
Protein Grillhouse,Yes,Yes,166,Jayanagar,Casual Dining,"Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts",Delivery,Basavanagudi,4.2,800.0
Pizza Mane,Yes,No,32,Banashankari,Quick Bites,"Pizza, Sandwich, Burger, Fast Food",Delivery,Basavanagudi,3.5,150.0
Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,13,Basavanagudi,"Dessert Parlor, Sweet Shop","Desserts, Mithai",Delivery,Basavanagudi,3.3,300.0
Sandwichwallas,Yes,No,104,Jayanagar,Quick Bites,Fast Food,Delivery,Basavanagudi,3.9,200.0
Old Mumbai Ice Cream,Yes,No,38,Banashankari,Dessert Parlor,Ice Cream,Delivery,Basavanagudi,3.9,150.0
Shakes Theory,Yes,No,155,Jayanagar,Beverage Shop,"Beverages, Sandwich",Delivery,Basavanagudi,4.5,300.0
Punjabi by Nature 2.0,Yes,Yes,3227,BTM,"Casual Dining, Microbrewery",North Indian,Delivery,Basavanagudi,4.2,1600.0
Peace Restaurant,Yes,No,109,Shanti Nagar,Casual Dining,"Chinese, Tibetan",Delivery,Basavanagudi,2.8,500.0
Bhojohori Manna,Yes,No,662,JP Nagar,Casual Dining,"Bengali, Mughlai",Delivery,Basavanagudi,3.7,650.0
Pin Me Down,Yes,Yes,784,BTM,Casual Dining,"Continental, Mexican, Chinese, North Indian",Delivery,Basavanagudi,4.5,800.0
Swathi Deluxe Restaurant,Yes,No,73,Shanti Nagar,Casual Dining,North Indian,Delivery,Basavanagudi,3.0,500.0
Ishta Cafe,Yes,No,40,Jayanagar,Quick Bites,"Pizza, South Indian, Healthy Food",Delivery,Basavanagudi,3.9,500.0
Bikaner Jn,Yes,No,85,JP Nagar,Quick Bites,Rajasthani,Delivery,Basavanagudi,3.9,300.0
Chilli Flakes,Yes,No,46,Banashankari,Quick Bites,"Fast Food, Italian, Beverages",Delivery,Basavanagudi,3.6,500.0
Chetty's Corner,Yes,No,21,Jayanagar,Quick Bites,"Fast Food, Burger",Delivery,Basavanagudi,3.6,150.0
